Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
42,3,1271,2,2,1,4,2,1,35,3,1,7,4,1,2515,9068,5,1,14,3,4,0,8,2,3,2,1,2,2,No
36,2,1278,1,8,3,2,1,1,77,2,1,2,1,2,2342,8635,0,2,21,4,3,0,6,3,3,5,4,0,3,No
25,2,141,3,3,1,5,3,1,98,3,2,8,1,2,4194,14363,1,1,18,3,4,0,5,3,3,5,3,0,3,No
35,2,607,2,9,3,2,4,2,66,2,3,5,3,2,10685,23457,1,1,20,4,2,1,17,2,3,17,14,5,15,No
35,3,130,2,25,4,2,4,2,96,3,1,7,2,3,2022,16612,1,1,19,3,1,1,10,3,2,10,2,7,8,Yes
32,1,300,2,1,3,2,4,1,61,3,1,3,4,3,2314,9148,0,2,12,3,2,1,4,2,3,3,0,0,2,No
25,2,583,3,4,1,3,3,1,87,2,2,8,1,2,4256,18154,1,2,12,3,1,0,5,1,4,5,2,0,3,No
49,2,1418,2,1,3,6,3,2,36,3,1,7,1,2,3580,10554,2,2,16,3,2,1,7,2,3,4,2,0,2,No
24,1,1269,2,4,1,2,1,1,46,2,1,3,4,2,3162,10778,0,2,17,3,4,0,6,2,2,5,2,3,4,No
32,3,379,3,5,2,2,2,1,48,3,2,8,2,2,6524,8891,1,2,14,3,4,1,10,3,3,10,8,5,3,No
38,2,395,3,9,3,3,2,1,98,2,1,9,2,2,2899,12102,0,2,19,3,4,1,3,3,3,2,2,1,2,No
42,2,1265,2,3,3,2,3,2,95,4,2,3,4,2,5231,23726,2,1,13,3,2,1,17,1,2,5,3,1,3,No
31,2,1222,2,11,4,2,4,1,48,3,1,7,4,2,2356,14871,3,1,19,3,2,1,8,2,3,6,4,0,2,No
29,2,341,3,1,3,4,2,2,48,2,1,9,3,3,2800,23522,6,1,19,3,3,3,5,3,3,3,2,0,2,Yes
53,2,868,3,8,3,3,1,1,73,3,4,8,4,2,11836,22789,5,2,14,3,3,1,28,3,3,2,0,2,2,No
35,2,672,2,25,3,6,4,1,78,2,3,5,2,2,10903,9129,3,2,16,3,1,0,16,2,3,13,10,4,8,No
37,3,1231,3,21,2,4,3,2,54,3,1,9,4,2,2973,21222,5,2,15,3,2,1,10,3,3,5,4,0,0,No
53,2,102,2,23,4,2,4,2,72,3,4,6,4,1,14275,20206,6,2,18,3,3,0,33,0,3,12,9,3,8,No
43,3,422,2,1,3,2,4,2,33,3,2,1,4,2,5562,21782,4,2,13,3,2,1,12,2,2,5,2,2,2,No
47,2,249,3,2,2,3,3,2,35,3,2,8,4,2,4537,17783,0,1,22,4,1,1,8,2,3,7,6,7,7,No
37,1,1252,3,19,2,4,1,1,32,3,3,8,2,1,7642,4814,1,1,13,3,4,0,10,2,3,10,0,0,9,No
50,1,881,2,2,4,2,1,1,98,3,4,4,1,3,17924,4544,1,2,11,3,4,1,31,3,3,31,6,14,7,No
39,2,1383,1,2,3,2,4,2,42,2,2,2,4,2,5204,7790,8,2,11,3,3,2,13,2,3,5,4,0,4,No
33,2,1075,1,3,2,1,4,1,57,3,1,2,2,3,2277,22650,3,1,11,3,3,1,7,4,4,4,3,0,3,No
32,2,374,2,25,4,2,1,1,87,3,1,3,4,1,2795,18016,1,1,24,4,3,0,1,2,1,1,0,0,1,Yes
29,2,1086,2,7,1,4,1,2,62,2,1,3,4,3,2532,6054,6,2,14,3,3,3,8,5,3,4,3,0,3,No
44,2,661,2,9,2,2,2,1,61,3,1,7,1,2,2559,7508,1,1,13,3,4,0,8,0,3,8,7,7,1,No
28,2,821,3,5,4,4,1,1,98,3,2,8,4,1,4908,24252,1,2,14,3,2,0,4,3,3,4,2,0,2,No
58,3,781,2,2,1,2,4,1,57,2,1,3,4,3,2380,13384,9,1,14,3,4,1,3,3,2,1,0,0,0,Yes
43,2,177,2,8,3,2,1,2,55,3,2,5,2,3,4765,23814,4,2,21,4,3,1,4,2,4,1,0,0,0,No
20,2,500,3,2,3,4,3,2,49,2,1,9,3,1,2044,22052,1,2,13,3,4,0,2,3,2,2,2,0,2,Yes
21,2,1427,2,18,1,5,4,2,65,3,1,7,4,1,2693,8870,1,2,19,3,1,0,1,3,2,1,0,0,0,Yes
36,2,1425,2,14,1,2,3,1,68,3,2,1,4,2,6586,4821,0,1,17,3,1,1,17,2,2,16,8,4,11,No
47,2,1454,3,2,4,2,4,2,65,2,1,9,4,1,3294,13137,1,1,18,3,1,0,3,3,2,3,2,1,2,No
22,2,617,2,3,1,2,2,2,34,3,2,5,3,2,4171,10022,0,1,19,3,1,1,4,3,4,3,2,0,2,Yes
41,2,1085,2,2,4,2,2,2,57,1,1,3,4,3,2778,17725,4,1,13,3,3,1,10,1,2,7,7,1,0,Yes
28,2,995,2,9,3,4,3,2,77,3,1,7,3,3,2377,9834,5,2,18,3,2,1,6,2,3,2,2,2,2,No
39,2,1122,2,6,3,4,4,1,70,3,1,3,1,2,2404,4303,7,1,21,4,4,0,8,2,1,2,2,2,2,Yes
27,2,618,2,4,3,2,2,2,76,3,1,7,3,1,2318,17808,1,2,19,3,3,0,1,2,3,1,1,0,0,No
34,2,546,2,10,3,2,2,1,83,3,1,3,2,3,2008,6896,1,2,14,3,2,2,1,3,3,1,0,1,0,No
42,2,462,3,14,2,4,3,2,68,2,2,8,3,1,6244,7824,7,2,17,3,1,0,10,6,3,5,4,0,3,No
33,2,1198,2,1,4,5,3,1,100,2,1,7,1,1,2799,3339,3,1,11,3,2,0,6,1,3,3,2,0,2,No
58,2,1272,2,5,3,6,3,2,37,2,3,1,2,3,10552,9255,2,1,13,3,4,1,24,3,3,6,0,0,4,No
31,2,154,3,7,4,2,2,1,41,2,1,9,3,2,2329,11737,3,2,15,3,2,0,13,2,4,7,7,5,2,No
35,2,1137,2,21,1,2,4,2,51,3,2,1,4,2,4014,19170,1,1,25,4,4,1,10,2,1,10,6,0,7,No
49,2,527,2,8,2,5,1,2,51,3,3,3,2,2,7403,22477,4,2,11,3,3,1,29,3,2,26,9,1,7,No
48,2,1469,2,20,4,4,4,1,51,3,1,7,3,2,2259,5543,4,2,17,3,1,2,13,2,2,0,0,0,0,No
31,1,1188,3,20,2,3,4,2,45,3,2,8,3,2,6932,24406,1,2,13,3,4,1,9,2,2,9,8,0,0,No
36,2,188,2,7,4,5,2,1,65,3,1,7,4,1,4678,23293,2,2,18,3,3,0,8,6,3,6,2,0,1,No
38,2,1333,2,1,3,6,4,2,80,3,3,6,1,2,13582,16292,1,2,13,3,2,1,15,3,3,15,12,5,11,No
32,1,1184,2,1,3,2,3,2,70,2,1,3,2,2,2332,3974,6,2,20,4,3,0,5,3,3,3,0,0,2,No
25,2,867,3,19,2,3,3,1,36,2,1,9,2,2,2413,18798,1,1,18,3,3,3,1,2,3,1,0,0,0,Yes
40,2,658,3,10,4,3,1,1,67,2,3,8,2,3,9705,20652,2,2,12,3,2,1,11,2,2,1,0,0,0,No
26,3,1283,3,1,3,4,3,1,52,2,2,8,1,1,4294,11148,1,2,12,3,2,0,7,2,3,7,7,0,7,No
41,2,263,2,6,3,4,4,1,59,3,1,3,1,1,4721,3119,2,1,13,3,3,0,20,3,3,18,13,2,17,No
36,2,938,2,2,4,4,3,1,79,3,1,3,3,1,2519,12287,4,2,21,4,3,0,16,6,3,11,8,3,9,No
19,2,419,3,21,3,5,4,1,37,2,1,9,2,1,2121,9947,1,1,13,3,2,0,1,3,4,1,0,0,0,Yes
20,2,129,2,4,3,6,1,1,84,3,1,3,1,1,2973,13008,1,2,19,3,2,0,1,2,3,1,0,0,0,Yes
31,2,616,2,12,3,4,4,2,41,3,2,1,4,2,5855,17369,0,1,11,3,3,2,10,2,1,9,7,8,5,No
40,3,1469,2,9,4,4,4,1,35,3,1,7,2,3,3617,25063,8,1,14,3,4,1,3,2,3,1,1,0,0,No
32,2,498,2,3,4,4,3,2,93,3,2,5,1,2,6725,13554,1,2,12,3,3,1,8,2,4,8,7,6,3,No
36,2,530,3,3,1,2,3,1,51,2,3,8,4,2,10325,5518,1,1,11,3,1,1,16,6,3,16,7,3,7,Yes
33,2,1069,2,1,3,2,2,2,42,2,2,1,4,1,6949,12291,0,2,14,3,1,0,6,3,3,5,0,1,4,No
37,2,625,3,1,4,2,1,1,46,2,3,8,3,2,10609,14922,5,2,11,3,3,0,17,2,1,14,1,11,7,Yes
45,1,805,2,4,2,2,3,1,57,3,2,3,2,2,4447,23163,1,2,12,3,2,0,9,5,2,9,7,0,8,No
29,3,1404,3,20,3,6,3,2,84,3,1,9,4,2,2157,18203,1,2,15,3,2,1,3,5,3,3,1,0,2,No
35,2,1219,3,18,3,4,3,2,86,3,2,8,3,2,4601,6179,1,2,16,3,2,0,5,3,3,5,2,1,0,No
52,2,1053,2,1,2,2,4,1,70,3,4,4,4,2,17099,13829,2,2,15,3,2,1,26,2,2,9,8,7,8,No
58,2,289,2,2,3,6,4,1,51,3,1,7,3,1,2479,26227,4,2,24,4,1,0,7,4,3,1,0,0,0,Yes
53,2,1376,3,2,2,4,3,1,45,3,4,4,3,3,14852,13938,6,2,13,3,3,1,22,3,4,17,13,15,2,No
30,2,231,3,8,2,5,3,1,62,3,3,8,3,3,7264,9977,5,2,11,3,1,1,10,2,4,8,4,7,7,No
38,1,152,3,10,3,6,3,2,85,3,2,8,4,1,5666,19899,1,1,13,3,2,0,6,1,3,5,3,1,3,No
35,2,882,3,3,4,2,4,1,92,3,3,8,4,3,7823,6812,6,2,13,3,2,1,12,2,3,10,9,0,8,No
39,2,903,3,2,5,2,1,1,41,4,3,8,3,1,7880,2560,0,2,18,3,4,0,9,3,3,8,7,0,7,No
40,1,1479,3,24,3,2,2,2,100,4,4,8,2,1,13194,17071,4,1,16,3,4,0,22,2,2,1,0,0,0,Yes
47,3,1379,2,16,4,4,3,1,64,4,2,5,3,3,5067,6759,1,1,19,3,3,0,20,3,4,19,10,2,7,No
36,1,1229,3,8,4,6,1,1,84,3,2,8,4,3,5079,25952,4,2,13,3,4,2,12,3,3,7,7,0,7,No
31,1,335,2,9,2,4,3,1,46,2,1,7,1,1,2321,10322,0,1,22,4,1,0,4,0,3,3,2,1,2,Yes
33,1,722,3,17,3,2,4,1,38,3,4,4,3,1,17444,20489,1,2,11,3,4,0,10,2,3,10,8,6,0,No
29,2,906,2,10,3,2,4,2,92,2,1,7,1,1,2404,11479,6,1,20,4,3,0,3,5,3,0,0,0,0,Yes
33,2,461,2,13,1,2,2,2,53,3,1,7,4,1,3452,17241,3,2,18,3,1,0,5,4,3,3,2,0,2,No
45,2,974,2,1,4,4,4,2,91,3,1,3,4,3,2270,11005,3,2,14,3,4,2,8,2,3,5,3,0,2,No
50,2,1126,2,1,2,4,4,1,66,3,4,6,4,3,17399,6615,9,2,22,4,3,1,32,1,2,5,4,1,3,No
33,3,827,2,1,4,5,3,2,84,4,2,1,2,2,5488,20161,1,1,13,3,1,1,6,2,3,6,5,1,2,No
41,3,840,2,9,3,4,1,1,64,3,5,6,3,3,19419,3735,2,2,17,3,2,1,21,2,4,18,16,0,11,No
27,2,1134,2,16,4,6,3,2,37,3,1,3,2,2,2811,12086,9,2,14,3,2,1,4,2,3,2,2,2,2,No
45,1,248,2,23,2,2,4,1,42,3,2,3,1,2,3633,14039,1,1,15,3,3,1,9,2,3,9,8,0,8,No
47,2,955,3,4,2,2,4,2,83,3,2,8,4,1,4163,8571,1,1,17,3,3,0,9,0,3,9,0,0,7,No
30,2,138,2,22,3,2,1,2,48,3,1,7,3,2,2132,11539,4,1,11,3,2,0,7,2,3,5,2,0,1,Yes
50,2,939,2,24,3,2,4,1,95,3,4,5,3,2,13973,4161,3,1,18,3,4,1,22,2,3,12,11,1,5,No
38,3,1391,2,10,1,4,3,1,66,3,1,7,3,2,2684,12127,0,2,17,3,2,1,3,0,2,2,1,0,2,No
46,2,566,2,7,2,4,4,1,75,3,3,5,3,3,10845,24208,6,2,13,3,2,1,13,3,3,8,7,0,7,No
24,2,1206,2,17,1,4,4,2,41,2,2,5,3,3,4377,24117,1,2,15,3,2,2,5,6,3,4,2,3,2,No
35,2,622,2,14,4,5,3,1,39,2,1,3,2,3,3743,10074,1,1,24,4,4,1,5,2,1,4,2,0,2,Yes
31,3,853,2,1,1,2,3,2,96,3,2,5,1,2,4148,11275,1,2,12,3,3,1,4,1,3,4,3,0,3,No
18,1,287,2,5,2,2,2,1,73,3,1,7,4,1,1051,13493,1,2,15,3,4,0,0,2,3,0,0,0,0,No
54,2,1441,2,17,3,6,3,2,56,3,3,5,3,2,10739,13943,8,2,11,3,3,1,22,2,3,10,7,0,8,No
35,2,583,2,25,4,4,3,2,57,3,3,1,3,3,10388,6975,1,1,11,3,3,1,16,3,2,16,10,10,1,No
30,2,153,2,8,2,2,2,2,73,4,3,6,1,2,11416,17802,0,1,12,3,3,3,9,4,2,8,7,1,7,No
20,2,1097,2,11,3,4,4,2,98,2,1,7,1,1,2600,18275,1,1,15,3,1,0,1,2,3,1,0,0,0,Yes
30,3,109,2,5,3,4,2,2,60,3,1,3,2,1,2422,25725,0,2,17,3,1,0,4,3,3,3,2,1,2,Yes
26,2,1066,2,2,2,4,4,1,32,4,2,5,4,2,5472,3334,1,2,12,3,2,0,8,2,3,8,7,1,3,No
22,2,217,2,8,1,2,2,1,94,1,1,3,1,2,2451,6881,1,2,15,3,1,1,4,3,2,4,3,1,1,No
48,2,277,2,6,3,2,1,1,97,2,2,1,3,1,4240,13119,2,2,13,3,4,0,19,0,3,2,2,2,2,No
48,2,1355,2,4,4,2,3,1,78,2,3,1,3,1,10999,22245,7,2,14,3,2,0,27,3,3,15,11,4,8,No
41,2,549,2,7,2,4,4,2,42,3,2,5,3,1,5003,23371,6,2,14,3,2,0,8,6,3,2,2,2,1,No
39,2,466,2,1,1,2,4,2,65,2,4,5,4,2,12742,7060,1,2,16,3,3,1,21,3,3,21,6,11,8,No
27,2,1055,2,2,4,2,1,2,47,3,2,5,4,2,4227,4658,0,2,18,3,2,1,4,2,3,3,2,2,2,No
35,2,802,2,10,3,5,2,1,45,3,1,3,4,3,3917,9541,1,2,20,4,1,1,3,4,2,3,2,1,2,No
42,2,265,3,5,2,3,4,1,90,3,5,4,3,2,18303,7770,6,2,13,3,2,0,21,3,4,1,0,0,0,No
50,2,804,2,9,3,2,1,1,64,3,1,3,4,2,2380,20165,4,2,18,3,2,0,8,5,3,1,0,0,0,No
59,2,715,2,2,3,2,3,2,69,2,4,5,4,1,13726,21829,3,1,13,3,1,0,30,4,3,5,3,4,3,No
37,2,1141,2,11,2,4,1,2,61,1,2,1,2,2,4777,14382,5,2,15,3,1,0,15,2,1,1,0,0,0,Yes
55,3,135,2,18,4,4,3,1,62,3,2,1,2,2,6385,12992,3,1,14,3,4,2,17,3,3,8,7,6,7,No
41,1,247,2,7,1,2,2,2,55,1,5,6,3,3,19973,20284,1,2,22,4,2,2,21,3,3,21,16,5,10,No
38,2,1035,3,3,4,2,2,1,42,3,2,8,4,1,6861,4981,8,1,12,3,3,0,19,1,3,1,0,0,0,No
26,1,265,3,29,2,4,2,1,79,1,2,8,1,1,4969,21813,8,2,18,3,4,0,7,6,3,2,2,2,2,Yes
52,2,266,3,2,1,3,1,2,57,1,5,4,4,2,19845,25846,1,2,15,3,4,1,33,3,3,32,14,6,9,Yes
44,2,1448,3,28,3,4,4,2,53,4,4,8,4,2,13320,11737,3,1,18,3,3,1,23,2,3,12,11,11,11,No
50,1,145,3,1,3,2,4,2,95,3,2,8,3,2,6347,24920,0,2,12,3,1,1,19,3,3,18,7,0,13,No
36,2,885,2,16,4,2,3,2,43,4,1,3,1,1,2743,8269,1,2,16,3,3,0,18,1,3,17,13,15,14,Yes
39,3,945,2,22,3,4,4,2,82,3,3,5,1,1,10880,5083,1,1,13,3,3,0,21,2,3,21,6,2,8,No
33,1,1038,3,8,1,2,2,2,88,2,1,9,4,1,2342,21437,0,2,19,3,4,0,3,2,2,2,2,2,2,No
45,2,1234,3,11,2,2,4,2,90,3,4,4,4,2,17650,5404,3,2,13,3,2,1,26,4,4,9,3,1,1,No
32,1,1109,2,29,4,4,4,2,69,3,1,3,3,1,4025,11135,9,2,12,3,2,0,10,2,3,8,7,7,7,No
34,2,216,3,1,4,3,2,1,75,4,2,8,4,3,9725,12278,0,2,11,3,4,1,16,2,2,15,1,0,9,No
59,2,1089,3,1,2,6,2,1,66,3,3,4,4,2,11904,11038,3,1,14,3,3,1,14,1,1,6,4,0,4,No
45,2,788,1,24,4,4,2,1,36,3,1,2,2,1,2177,8318,1,2,16,3,1,0,6,3,3,6,3,0,4,No
53,3,124,3,2,3,3,3,2,38,2,3,8,2,2,7525,23537,2,2,12,3,1,1,30,2,3,15,7,6,12,No
36,2,660,2,15,3,5,1,1,81,3,2,3,3,3,4834,7858,7,2,14,3,2,1,9,3,2,1,0,0,0,Yes
26,3,342,2,2,3,2,1,1,57,3,1,7,1,2,2042,15346,6,1,14,3,2,1,6,2,3,3,2,1,2,Yes
34,2,1333,3,10,4,2,3,2,87,3,1,9,3,2,2220,18410,1,1,19,3,4,1,1,2,3,1,1,0,0,No
28,2,1144,3,10,1,4,4,1,74,3,1,9,2,2,1052,23384,1,2,22,4,2,0,1,5,3,1,0,0,0,No
38,3,1186,2,3,4,5,3,1,44,3,1,7,3,2,2821,2997,3,2,16,3,1,1,8,2,3,2,2,2,2,No
50,2,1464,2,2,4,4,2,1,62,3,5,6,3,2,19237,12853,2,1,11,3,4,1,29,2,2,8,1,7,7,No
37,2,124,2,3,3,5,4,2,35,3,2,1,2,1,4107,13848,3,2,15,3,1,0,8,3,2,4,3,0,1,No
40,2,300,3,26,3,3,3,1,74,3,2,8,1,2,8396,22217,1,2,14,3,2,1,8,3,2,7,7,7,5,No
26,3,921,2,1,1,4,1,2,66,2,1,7,3,3,2007,25265,1,2,13,3,3,2,5,5,3,5,3,1,3,No
46,2,430,2,1,4,4,4,1,40,3,5,6,4,3,19627,21445,9,2,17,3,4,2,23,0,3,2,2,2,2,No
54,2,1082,3,2,4,2,3,2,41,2,3,8,3,2,10686,8392,6,2,11,3,2,1,13,4,3,9,4,7,0,No
56,3,1240,2,9,3,4,1,2,63,3,1,7,3,2,2942,12154,2,2,19,3,2,1,18,4,3,5,4,0,3,No
36,2,796,2,12,5,4,4,2,51,2,3,5,4,1,8858,15669,0,2,11,3,2,0,15,2,2,14,8,7,8,No
55,1,444,2,2,1,4,3,1,40,2,4,4,1,1,16756,17323,7,2,15,3,2,0,31,3,4,9,7,6,2,No
43,2,415,3,25,3,4,3,1,79,2,3,8,4,3,10798,5268,5,2,13,3,3,1,18,5,3,1,0,0,0,No
20,3,769,3,9,3,3,4,2,54,3,1,9,4,1,2323,17205,1,1,14,3,2,0,2,3,3,2,2,0,2,Yes
21,2,1334,2,10,3,2,3,2,36,2,1,3,1,1,1416,17258,1,2,13,3,1,0,1,6,2,1,0,1,0,Yes
46,2,1003,2,8,4,2,4,2,74,2,2,7,1,3,4615,21029,8,1,23,4,1,3,19,2,3,16,13,1,7,No
51,2,1323,2,4,4,2,1,1,34,3,1,7,3,2,2461,10332,9,1,12,3,3,3,18,2,4,10,0,2,7,Yes
28,1,1366,2,24,2,6,2,1,72,2,3,1,1,1,8722,12355,1,2,12,3,1,0,10,2,2,10,7,1,9,Yes
26,2,192,2,1,2,4,1,1,59,2,1,3,1,2,3955,11141,1,2,16,3,1,2,6,2,3,5,3,1,3,No
30,2,1176,2,20,3,5,3,1,85,3,2,5,1,2,9957,9096,0,2,15,3,3,1,7,1,2,6,2,0,2,No
41,2,509,2,7,2,6,2,2,43,4,1,7,3,2,3376,18863,1,2,13,3,3,0,10,3,3,10,6,0,8,No
38,2,330,2,17,1,2,3,2,65,2,3,1,3,2,8823,24608,0,2,18,3,1,1,20,4,2,19,9,1,9,No
40,2,1492,2,20,4,6,1,1,61,3,3,1,4,2,10322,26542,4,2,20,4,4,1,14,6,3,11,10,11,1,No
27,1,1277,2,8,5,2,1,1,87,1,1,3,3,2,4621,5869,1,2,19,3,4,3,3,4,3,3,2,1,2,No
55,3,1091,2,2,1,2,4,1,65,3,3,5,2,2,10976,15813,3,2,18,3,2,1,23,4,3,3,2,1,2,No
28,2,857,2,10,3,5,3,2,59,3,2,7,3,1,3660,7909,3,2,13,3,4,0,10,4,4,8,7,1,7,No
44,2,1376,1,1,2,4,2,1,91,2,3,2,1,2,10482,2326,9,2,14,3,4,1,24,1,3,20,6,3,6,Yes
33,2,654,2,5,3,2,4,1,34,2,3,1,4,3,7119,21214,4,2,15,3,3,1,9,2,3,3,2,1,2,No
35,2,1204,3,4,3,6,4,1,86,3,3,8,1,1,9582,10333,0,1,22,4,1,0,9,2,3,8,7,4,7,Yes
33,3,827,2,29,4,4,1,2,54,2,2,7,3,1,4508,3129,1,2,22,4,2,0,14,4,3,13,7,3,8,Yes
28,2,895,2,15,2,2,1,1,50,3,1,3,3,3,2207,22482,1,2,16,3,4,1,4,5,2,4,2,2,2,No
34,3,618,2,3,1,2,1,1,45,3,2,1,4,1,7756,22266,0,2,17,3,3,0,7,1,2,6,2,0,4,No
37,2,309,3,10,4,2,4,2,88,2,2,8,4,3,6694,24223,2,1,14,3,3,3,8,5,3,1,0,0,0,No
25,2,1219,2,4,1,6,4,1,32,3,1,3,4,2,3691,4605,1,1,15,3,2,1,7,3,4,7,7,5,6,Yes
26,2,1330,2,21,3,4,1,1,37,3,1,3,3,3,2377,19373,1,2,20,4,3,1,1,0,2,1,1,0,0,Yes
33,2,1017,2,25,3,4,1,1,55,2,1,7,2,1,2313,2993,4,1,20,4,2,0,5,0,3,2,2,2,2,Yes
42,2,469,2,2,2,4,4,1,35,3,4,4,1,2,17665,14399,0,2,17,3,4,1,23,3,3,22,6,13,7,No
28,3,1009,2,1,3,4,1,1,45,2,1,3,2,3,2596,7160,1,2,15,3,1,2,1,2,3,1,0,0,0,Yes
50,3,959,3,1,4,5,4,1,81,3,2,8,3,1,4728,17251,3,1,14,3,4,0,5,4,3,0,0,0,0,Yes
33,3,970,3,7,3,2,4,2,30,3,2,8,2,2,4302,13401,0,2,17,3,3,1,4,3,3,3,2,0,2,No
34,1,697,2,3,4,2,3,1,40,2,1,7,4,2,2979,22478,3,2,17,3,4,3,6,2,3,0,0,0,0,No
48,1,1262,2,1,4,4,1,1,35,4,4,4,4,1,16885,16154,2,2,22,4,3,0,27,3,2,5,4,2,1,No
45,1,1050,3,9,4,2,2,2,65,2,2,8,3,2,5593,17970,1,2,13,3,4,1,15,2,3,15,10,4,12,No
52,2,994,2,7,4,2,2,1,87,3,3,1,2,1,10445,15322,7,2,19,3,4,0,18,4,3,8,6,4,0,No
38,2,770,3,10,4,3,3,1,73,2,3,8,3,3,8740,5569,0,1,14,3,2,2,9,2,3,8,7,2,7,No
29,2,1107,2,28,4,2,3,2,93,3,1,7,4,3,2514,26968,4,2,22,4,1,1,11,1,3,7,5,1,7,No
28,2,950,2,3,3,4,4,2,93,3,3,5,2,3,7655,8039,0,2,17,3,2,3,10,3,2,9,7,1,7,No
46,2,406,3,3,1,3,1,1,52,3,4,4,3,2,17465,15596,3,2,12,3,4,1,23,3,3,12,9,4,9,No
38,2,130,3,2,2,3,4,1,32,3,3,8,2,1,7351,20619,7,2,16,3,3,0,10,2,3,1,0,0,0,No
43,3,1082,2,27,3,2,3,2,83,3,3,5,1,2,10820,11535,8,2,11,3,3,1,18,1,3,8,7,0,1,No
39,3,203,2,2,3,2,1,1,84,3,4,1,4,3,12169,13547,7,2,11,3,4,3,21,4,3,18,7,11,5,Yes
40,2,1308,2,14,3,4,3,1,44,2,5,6,3,1,19626,17544,1,2,14,3,1,0,21,2,4,20,7,4,9,No
21,2,984,2,1,1,6,4,2,70,2,1,7,2,1,2070,25326,1,1,11,3,3,0,2,6,4,2,2,2,2,No
39,1,439,2,9,3,2,3,1,70,3,2,3,2,1,6782,8770,9,2,15,3,3,0,9,2,2,5,4,0,3,No
36,1,217,2,18,4,2,1,1,78,3,2,5,4,1,7779,23238,2,2,20,4,1,0,18,0,3,11,9,0,9,No
31,3,793,3,20,3,2,3,1,67,4,1,9,4,2,2791,21981,0,2,12,3,1,1,3,4,3,2,2,2,2,No
28,2,1451,2,2,1,2,1,1,67,2,1,7,2,2,3201,19911,0,2,17,3,1,0,6,2,1,5,3,0,4,No
35,3,1182,3,11,2,3,4,1,54,3,2,8,4,3,4968,18500,1,2,11,3,4,1,5,3,3,5,2,0,2,No
49,2,174,3,8,4,6,4,1,56,2,4,8,2,2,13120,11879,6,2,17,3,2,1,22,3,3,9,8,2,3,No
34,3,1003,2,2,2,2,4,1,95,3,2,5,3,1,4033,15834,2,2,11,3,4,0,5,3,2,3,2,0,2,No
29,3,490,2,10,3,2,4,2,61,3,1,7,2,3,3291,17940,0,2,14,3,4,2,8,2,2,7,5,1,1,No
42,2,188,2,29,3,4,2,1,56,1,2,3,4,1,4272,9558,4,2,19,3,1,0,16,3,3,1,0,0,0,No
29,2,718,2,8,1,4,2,1,79,2,2,5,4,2,5056,17689,1,1,15,3,3,1,10,2,2,10,7,1,2,No
38,2,433,1,1,3,1,3,1,37,4,1,2,3,2,2844,6004,1,2,13,3,4,1,7,2,4,7,6,5,0,No
28,3,773,2,6,3,2,3,1,39,2,1,7,3,3,2703,22088,1,1,14,3,4,1,3,2,3,3,1,0,2,No
18,1,247,2,8,1,4,3,1,80,3,1,3,3,1,1904,13556,1,2,12,3,4,0,0,0,3,0,0,0,0,Yes
33,2,603,3,9,4,3,1,2,77,3,2,8,1,1,8224,18385,0,1,17,3,1,0,6,3,3,5,2,0,3,Yes
41,2,167,2,12,4,2,2,1,46,3,1,3,4,2,4766,9051,3,1,11,3,1,1,6,4,3,1,0,0,0,No
31,3,874,2,15,3,4,3,1,72,3,1,3,3,2,2610,6233,1,2,12,3,3,1,2,5,2,2,2,2,2,Yes
37,2,367,2,25,2,4,3,2,52,2,2,1,4,3,5731,17171,7,2,13,3,3,2,9,2,3,6,2,1,3,No
27,2,199,2,6,3,2,4,1,55,2,1,7,3,2,2539,7950,1,2,13,3,3,1,4,0,3,4,2,2,2,No
34,2,1400,3,9,1,2,2,2,70,3,2,8,3,2,5714,5829,1,2,20,4,1,0,6,3,2,6,5,1,3,No
35,2,528,1,8,4,6,3,1,100,3,1,2,3,1,4323,7108,1,2,17,3,2,0,6,2,1,5,4,1,4,No
29,2,408,3,23,1,2,4,2,45,2,3,8,1,2,7336,11162,1,2,13,3,1,1,11,3,1,11,8,3,10,Yes
40,3,593,2,9,4,4,2,2,88,3,3,6,3,1,13499,13782,9,2,17,3,3,0,20,3,2,18,7,2,13,No
42,3,481,3,12,3,2,3,1,44,3,4,8,1,1,13758,2447,0,1,12,3,2,0,22,2,2,21,9,13,14,Yes
42,2,647,3,4,4,3,2,1,45,3,2,8,1,1,5155,2253,7,2,13,3,4,0,9,3,4,6,4,1,5,No
35,2,982,2,1,4,4,4,1,58,2,1,3,3,2,2258,16340,6,2,12,3,2,1,10,2,3,8,0,1,7,No
24,2,477,2,24,3,4,4,1,49,3,1,3,2,1,3597,6409,8,2,22,4,4,0,6,2,3,4,3,1,2,No
28,2,1485,2,12,1,2,3,2,79,3,1,3,4,2,2515,22955,1,1,11,3,4,0,1,4,2,1,1,0,0,Yes
26,2,1384,2,3,4,4,1,1,82,4,1,3,4,2,4420,13421,1,2,22,4,2,1,8,2,3,8,7,0,7,No
